id,parent_id,subject,description,status,assign_to,report_to,date_created,date_assigned,due_date,rel_contact,rel_donation,rel_ticket_order,rel_account
94,275,vel arcu. Curabitur ut odio vel est tempor,"risus. Nunc ac sem ut dolor dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi, ac mattis velit justo nec ante. Maecenas mi felis, adipiscing fringilla, porttitor vulputate, posuere vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non leo. Vivamus nibh",not_started,1,3,9/6/21 16:02,9/23/21 2:42,11/18/21 1:04,1361,139,162,252
95,456,netus et malesuada fames ac turpis egestas. Aliquam fringilla,vel quam dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices,in_progress,2,1,1/9/22 21:12,1/16/22 23:27,1/26/22 0:23,2066,358,230,351
96,236,turpis egestas. Fusce,"nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc",in_progress,1,1,9/8/21 14:18,12/2/21 0:22,12/5/21 8:39,5175,7,339,432
97,496,morbi,Suspendisse non,completed,0,3,1/25/22 10:57,2/19/22 6:54,10/31/21 18:28,3200,465,71,197
98,206,"mi enim, condimentum eget, volutpat ornare, facilisis eget,","eu, odio. Phasellus at augue id ante dictum",in_progress,2,2,2/7/22 15:58,12/8/21 23:02,2/10/22 6:36,4792,424,250,138
99,460,"feugiat non, lobortis quis, pede. Suspendisse dui. Fusce","lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget ipsum.",completed,3,2,1/31/22 2:23,2/13/22 19:47,3/24/22 0:37,195,176,440,332
100,173,In condimentum. Donec at,"tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac mattis semper, dui lectus",completed,3,2,10/22/21 0:16,2/22/22 10:16,10/18/21 14:23,1721,178,377,382
101,203,ligula. Aenean euismod mauris eu,"non enim. Mauris quis turpis vitae purus gravida sagittis. Duis gravida. Praesent eu nulla at sem molestie sodales. Mauris blandit enim consequat purus. Maecenas libero est, congue a, aliquet vel, vulputate eu, odio. Phasellus",completed,3,1,12/19/21 2:41,10/1/21 5:05,12/4/21 13:42,5042,463,186,122
102,451,"tempus, lorem fringilla ornare","Sed malesuada augue ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a, facilisis non, bibendum sed, est. Nunc",completed,2,3,1/14/22 9:42,9/22/21 6:40,1/14/22 16:31,2126,33,97,24
103,482,Pellentesque tincidunt tempus risus. Donec egestas. Duis ac arcu. Nunc,"faucibus leo, in lobortis tellus",in_progress,0,2,2/3/22 10:48,9/5/21 21:50,3/21/22 15:06,4604,369,221,164
104,14,"mattis ornare, lectus ante dictum mi, ac mattis velit justo","augue ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci",in_progress,0,0,9/18/21 15:27,11/18/21 4:42,10/7/21 21:01,129,340,432,18
105,132,eu enim. Etiam imperdiet dictum magna. Ut tincidunt,"convallis in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus. Quisque libero",in_progress,1,2,12/26/21 1:50,1/6/22 20:36,2/18/22 5:34,283,9,88,368
106,290,"pede, ultrices a, auctor non, feugiat","Donec luctus aliquet odio. Etiam ligula tortor, dictum eu, placerat eget, venenatis a, magna. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales",not_started,2,1,11/21/21 3:12,9/19/21 17:48,12/25/21 12:22,5957,114,273,19
107,22,enim,"iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis",in_progress,3,3,2/15/22 14:01,10/12/21 3:39,2/11/22 17:31,5288,474,441,30
108,426,"erat. Sed nunc est, mollis non, cursus non,","morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices.",in_progress,2,2,12/25/21 5:17,11/10/21 1:43,10/11/21 8:07,6722,158,387,17
109,168,tortor. Nunc,"magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse",completed,2,2,11/19/21 19:02,10/27/21 17:50,1/8/22 2:43,1150,346,204,143
110,128,neque sed,quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed,in_progress,2,3,1/27/22 18:01,2/28/22 3:52,11/20/21 5:41,5043,458,474,163
111,320,ligula. Nullam enim. Sed,"dis parturient montes, nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla eu neque pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit in aliquet",in_progress,1,2,1/28/22 21:26,2/25/22 8:24,12/25/21 7:13,2125,378,359,209
112,451,"euismod ac, fermentum vel, mauris. Integer sem","ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare,",completed,0,3,12/28/21 22:12,1/15/22 9:37,1/7/22 2:56,7083,406,83,315
113,390,augue id ante,"eleifend non, dapibus rutrum, justo. Praesent",in_progress,1,3,1/14/22 21:45,10/13/21 11:02,1/2/22 12:28,6818,267,479,99
114,90,"a, auctor non, feugiat nec, diam. Duis mi enim,","tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam.",not_started,0,0,9/21/21 12:48,2/4/22 9:11,1/28/22 10:18,6474,262,135,425
115,140,ipsum nunc,"nunc est, mollis non, cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin eget",in_progress,3,2,1/19/22 16:28,1/19/22 15:21,12/15/21 22:36,7990,415,429,238
116,349,consectetuer,"fermentum fermentum arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae Phasellus ornare. Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at,",in_progress,0,3,1/27/22 9:33,9/20/21 0:25,11/22/21 22:15,7231,271,112,325
117,452,urna. Nunc quis arcu vel quam dignissim pharetra.,senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet magna a neque. Nullam ut nisi a odio semper cursus. Integer mollis.,in_progress,1,1,9/10/21 15:48,12/17/21 8:26,12/11/21 14:26,5743,179,165,80
118,452,fermentum arcu. Vestibulum ante ipsum primis in faucibus,"penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum",completed,1,1,1/24/22 10:33,2/6/22 0:18,2/5/22 6:39,6738,401,223,60
119,474,Proin vel nisl. Quisque fringilla euismod enim.,vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae,in_progress,0,1,1/28/22 7:52,10/30/21 18:26,1/11/22 10:43,4333,331,175,259
120,129,"mi, ac mattis velit justo nec ante. Maecenas mi","nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc id",completed,3,0,9/5/21 3:32,10/21/21 13:08,3/6/22 14:08,5517,335,211,142
121,78,Nulla eu neque pellentesque massa lobortis ultrices. Vivamus,"lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae",in_progress,2,3,12/10/21 7:48,1/20/22 11:18,2/23/22 12:07,1855,282,256,433
122,341,"pharetra nibh. Aliquam ornare,","tellus non magna. Nam ligula elit, pretium et, rutrum non, hendrerit id, ante.",not_started,2,1,2/5/22 13:40,12/31/21 17:20,1/14/22 11:03,6952,350,200,277
123,80,molestie dapibus ligula.,"id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent",completed,2,2,1/19/22 0:07,11/27/21 2:33,10/21/21 15:31,7750,11,327,41
124,46,"dapibus gravida. Aliquam tincidunt, nunc ac mattis ornare, lectus ante","mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus",in_progress,0,1,2/3/22 2:54,10/7/21 18:28,12/19/21 18:25,7304,429,246,9
125,182,fermentum fermentum arcu. Vestibulum ante,"Quisque libero lacus, varius",in_progress,2,1,9/6/21 20:46,2/10/22 20:57,12/11/21 7:31,1637,337,196,420
126,323,"lacus vestibulum lorem, sit amet ultricies sem",urna. Nullam,in_progress,3,0,12/12/21 1:58,9/29/21 23:18,10/2/21 8:17,2966,273,280,101
127,23,nibh. Aliquam,"vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus",not_started,1,3,10/1/21 11:30,12/21/21 3:06,11/18/21 10:55,4782,256,499,399
128,389,netus,"in, tempus eu, ligula.",in_progress,2,3,9/20/21 4:43,11/10/21 9:49,1/19/22 21:52,1345,373,164,151
129,402,"per conubia nostra, per inceptos hymenaeos.",sollicitudin adipiscing ligula. Aenean gravida nunc,completed,1,3,9/13/21 21:23,1/19/22 6:36,10/18/21 7:00,7933,356,318,31
130,355,Sed auctor odio,"arcu. Sed et libero. Proin mi. Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam",in_progress,2,1,1/17/22 1:14,11/3/21 11:03,1/10/22 21:55,5673,278,376,31
131,268,Integer id magna et ipsum cursus vestibulum. Mauris,"ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare,",in_progress,2,1,2/7/22 10:46,2/23/22 21:11,10/25/21 10:05,2805,306,425,140
132,64,,sit amet risus. Donec egestas. Aliquam nec enim. Nunc,in_progress,3,0,10/27/21 6:10,12/24/21 9:20,10/14/21 3:55,6385,477,234,268
133,145,"amet,","faucibus ut, nulla. Cras eu tellus eu augue porttitor interdum. Sed auctor odio a purus. Duis elementum, dui quis accumsan convallis, ante lectus",not_started,2,2,12/25/21 7:16,2/8/22 17:11,1/25/22 4:54,4109,424,212,249
134,397,id enim. Curabitur massa.,"libero. Proin mi. Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam auctor, velit eget laoreet posuere, enim nisl",in_progress,1,3,11/30/21 18:46,9/18/21 7:28,1/25/22 23:24,5112,246,26,4
135,496,"ultrices sit amet, risus. Donec nibh enim, gravida","sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis",not_started,2,2,2/9/22 21:19,1/20/22 8:43,2/5/22 5:47,2643,44,267,474
136,315,Mauris blandit enim consequat purus. Maecenas,"Nunc ut erat. Sed nunc est, mollis non,",not_started,2,2,9/30/21 4:50,10/15/21 3:51,2/9/22 15:08,7573,43,358,174
137,41,,"pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae, sodales at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis",in_progress,3,2,10/15/21 4:29,9/10/21 6:46,1/18/22 23:28,3701,292,299,400
138,147,"laoreet lectus quis massa. Mauris vestibulum, neque sed","at lacus. Quisque purus sapien, gravida non, sollicitudin a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt",completed,2,0,9/27/21 22:56,10/2/21 1:41,10/5/21 9:16,7816,348,199,102
139,144,"sit amet, dapibus id, blandit at, nisi. Cum sociis natoque","quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas",completed,1,3,1/25/22 18:49,9/4/21 15:53,12/27/21 18:28,6094,362,201,22
140,164,Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor,"nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla eu neque pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est",not_started,1,3,2/2/22 16:07,10/5/21 6:16,3/22/22 13:20,6841,128,405,168
141,149,"risus. Quisque libero lacus, varius et, euismod et, commodo","hendrerit id, ante. Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut",in_progress,2,2,9/15/21 1:16,9/2/21 19:17,3/6/22 4:35,897,437,85,215
142,7,nulla,"malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt vehicula risus. Nulla eget metus eu erat semper rutrum. Fusce dolor quam, elementum at, egestas a, scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc",not_started,0,1,9/7/21 9:37,2/17/22 5:45,1/5/22 1:32,1078,224,162,122
143,314,eu augue porttitor,nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula,completed,0,2,12/18/21 20:54,9/26/21 1:23,12/14/21 13:54,5433,27,19,330
144,256,molestie. Sed id risus quis,"dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae",in_progress,2,3,10/1/21 4:34,2/8/22 10:41,11/10/21 22:52,3513,254,419,488
145,260,neque. Nullam nisl.,nulla. Cras eu tellus,in_progress,3,3,12/26/21 6:01,9/8/21 11:13,12/5/21 17:10,2438,331,137,370
146,238,,"egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at,",in_progress,2,1,1/31/22 10:27,11/4/21 23:45,2/5/22 0:06,1864,35,384,246
147,411,"Donec nibh enim, gravida sit amet, dapibus id, blandit at,","vitae, aliquet nec, imperdiet nec, leo. Morbi",not_started,3,2,9/21/21 4:48,9/5/21 20:55,12/14/21 10:13,1703,338,220,380
148,252,,"arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum",in_progress,1,1,11/9/21 22:08,9/9/21 17:30,2/27/22 23:06,4009,257,55,315
149,105,Morbi neque,"lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula.",completed,1,2,12/30/21 21:18,11/22/21 11:00,11/16/21 6:07,3218,311,379,495
150,111,"lobortis quis, pede. Suspendisse dui. Fusce diam","magna nec quam. Curabitur vel lectus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Donec dignissim magna a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla eu neque pellentesque massa",in_progress,2,2,9/22/21 2:24,1/30/22 20:13,1/18/22 17:36,6745,143,154,192
151,175,Cum sociis natoque penatibus,Phasellus,completed,1,2,1/29/22 1:22,12/20/21 13:50,1/20/22 6:49,7664,253,490,481
152,444,tortor. Nunc commodo auctor,"sodales at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer",in_progress,2,2,9/14/21 9:46,1/14/22 13:42,2/21/22 13:47,2973,293,74,265
153,358,"faucibus leo, in lobortis tellus justo","elit. Aliquam auctor, velit eget laoreet posuere, enim nisl elementum purus,",not_started,2,2,10/17/21 16:14,12/17/21 4:19,2/10/22 11:16,7161,45,456,336
154,225,Donec vitae erat vel pede blandit,"tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in magna. Phasellus dolor elit, pellentesque a,",not_started,1,1,2/4/22 9:41,11/11/21 9:59,11/12/21 3:24,5948,6,196,378
155,228,eu enim. Etiam imperdiet dictum magna.,"ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed leo. Cras vehicula aliquet libero. Integer in",completed,2,0,12/10/21 16:44,10/16/21 19:12,11/20/21 19:13,6345,139,222,86
156,242,"vel, vulputate eu, odio. Phasellus at",egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla,in_progress,3,2,10/8/21 10:28,2/15/22 13:11,12/22/21 14:49,2275,218,58,336
157,305,,"tellus faucibus leo, in lobortis tellus justo sit amet nulla. Donec non justo. Proin non massa non ante bibendum ullamcorper. Duis",in_progress,1,0,2/7/22 0:59,1/23/22 21:49,1/4/22 7:18,4278,226,80,116
158,114,"tempus non, lacinia","sit amet,",completed,0,2,9/13/21 0:40,1/24/22 16:53,12/11/21 12:41,3217,178,397,304
159,432,egestas. Duis ac arcu. Nunc mauris. Morbi,"dui, nec tempus mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula. Donec luctus aliquet odio. Etiam ligula tortor, dictum eu, placerat eget, venenatis a, magna.",completed,0,2,1/15/22 9:23,11/22/21 13:02,12/13/21 2:28,282,487,455,326
160,265,"adipiscing non, luctus","aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam",in_progress,1,2,2/4/22 14:48,10/27/21 6:30,11/27/21 0:55,5460,7,302,67
161,216,nulla.,quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt,completed,3,1,12/18/21 14:32,1/30/22 16:06,12/30/21 9:18,2080,18,327,459
162,201,erat,"risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu.",completed,1,1,1/17/22 6:54,12/24/21 14:56,11/18/21 3:40,2142,376,321,57
163,315,augue porttitor interdum. Sed auctor odio a,"dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque vitae",not_started,1,0,2/14/22 21:16,9/14/21 21:51,10/13/21 18:13,7077,292,159,459
164,149,"erat, eget tincidunt dui augue eu tellus. Phasellus elit","dolor sit amet, consectetuer adipiscing elit. Aliquam auctor, velit",not_started,3,0,1/11/22 4:50,2/22/22 0:47,12/8/21 12:56,3915,105,173,441
165,118,"non, vestibulum nec, euismod in, dolor.","tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer eu lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate",in_progress,1,2,2/7/22 12:11,12/9/21 16:34,3/19/22 9:42,6739,157,331,166
166,362,amet ante.,arcu. Sed et libero. Proin mi. Aliquam gravida mauris,in_progress,2,1,1/5/22 4:56,12/7/21 17:40,1/3/22 4:19,602,426,109,94
167,17,"accumsan laoreet ipsum. Curabitur consequat, lectus sit amet","non,",in_progress,0,2,2/17/22 3:33,9/15/21 13:02,2/25/22 11:20,6903,371,339,96
168,257,"egestas blandit. Nam nulla magna, malesuada vel, convallis in,",purus mauris a nunc. In at pede. Cras vulputate velit eu,completed,1,0,12/4/21 21:13,11/9/21 19:43,2/23/22 3:31,3402,155,52,355
169,363,"ornare, lectus ante dictum mi, ac mattis",dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla est. Mauris eu,in_progress,2,3,9/22/21 1:21,12/31/21 11:13,3/20/22 5:17,3594,24,167,56
170,312,"ornare, lectus ante dictum mi, ac mattis velit justo",purus mauris a nunc. In at pede. Cras vulputate velit eu sem. Pellentesque ut ipsum ac,not_started,1,2,11/12/21 10:08,1/26/22 8:46,1/7/22 6:47,7279,172,446,492
171,295,lacus. Cras interdum. Nunc sollicitudin commodo ipsum.,"Quisque purus sapien, gravida non, sollicitudin a, malesuada id, erat. Etiam vestibulum massa rutrum magna. Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut tincidunt vehicula risus. Nulla",in_progress,2,3,1/12/22 10:15,10/3/21 1:12,11/6/21 3:51,4859,259,101,332
172,339,congue turpis. In condimentum. Donec at arcu. Vestibulum ante,"ac facilisis facilisis, magna tellus faucibus leo, in lobortis tellus justo sit amet nulla. Donec non justo. Proin non massa non ante bibendum ullamcorper. Duis cursus, diam at pretium aliquet, metus urna convallis erat, eget tincidunt dui",in_progress,1,1,11/28/21 21:21,11/28/21 18:40,11/3/21 17:05,7239,434,168,231
173,26,"magna, malesuada vel, convallis","neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem fringilla ornare placerat, orci lacus vestibulum lorem, sit amet ultricies sem magna nec quam.",completed,1,1,1/1/22 3:30,12/1/21 8:56,3/2/22 16:52,5327,299,339,291
174,19,"lacus, varius et, euismod et, commodo","nunc risus varius orci, in consequat enim diam vel arcu. Curabitur ut odio vel est tempor bibendum. Donec felis orci, adipiscing non, luctus sit amet, faucibus ut, nulla. Cras eu tellus eu augue porttitor interdum. Sed auctor odio",in_progress,0,3,2/17/22 6:28,1/21/22 4:43,3/21/22 13:28,7375,209,431,454
175,156,semper tellus id nunc,"ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus. Donec egestas. Aliquam nec enim. Nunc ut erat. Sed nunc est, mollis",in_progress,1,2,2/11/22 5:24,11/8/21 22:09,10/22/21 12:05,4598,369,173,241
176,468,"volutpat ornare,","ut aliquam iaculis, lacus pede sagittis augue, eu tempor erat neque non quam. Pellentesque habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed",not_started,0,2,9/14/21 16:22,1/16/22 1:05,3/29/22 18:59,24,282,151,162
177,156,"montes, nascetur ridiculus mus. Aenean","lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci.",not_started,2,2,10/19/21 16:46,9/11/21 14:16,1/28/22 17:18,30,10,2,176
178,222,nunc sed,"felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut,",completed,3,2,12/1/21 23:47,11/3/21 3:59,12/29/21 11:51,1226,400,96,227
179,223,parturient,"nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum.",in_progress,2,1,1/14/22 3:03,10/30/21 21:48,2/17/22 14:44,6353,363,36,171
180,203,"eget varius ultrices, mauris ipsum porta elit, a feugiat tellus","malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus.",in_progress,2,0,9/30/21 21:38,1/23/22 0:45,10/9/21 6:50,4656,342,42,412
181,183,Aliquam nec enim. Nunc ut,"Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim.",not_started,0,1,1/30/22 8:59,9/2/21 2:31,2/16/22 14:44,2531,460,239,46
182,377,et libero. Proin mi.,senectus et,in_progress,2,2,12/1/21 2:43,11/28/21 9:17,11/23/21 18:24,6549,388,86,284
183,60,"non, dapibus rutrum,","eu tellus. Phasellus elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et",in_progress,3,3,9/12/21 12:35,11/12/21 6:35,1/4/22 16:59,424,424,97,196
184,478,In,"tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis. Integer eu lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate velit",in_progress,2,2,11/5/21 2:17,11/1/21 11:15,12/3/21 19:12,5217,314,279,324
185,326,"et magnis dis parturient montes,","aliquet, sem ut cursus",in_progress,2,3,10/31/21 10:56,1/31/22 22:15,12/22/21 15:40,6483,203,346,39
186,221,ac ipsum. Phasellus vitae,"vel turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean euismod mauris eu elit. Nulla facilisi. Sed neque. Sed eget lacus. Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum ante ipsum primis in",completed,2,2,1/13/22 21:44,12/12/21 8:13,1/12/22 2:58,981,392,19,236
